1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
3553, nether, incendium:infernal_dunes, MONSTER, minecraft:ghast, 7, 4, 4
3554, nether, incendium:infernal_dunes, CREATURE, minecraft:strider, 60, 1, 2
3555, nether, incendium:infernal_dunes, CREATURE, alexsmobs:laviathan, 15, 1, 1
3556, nether, incendium:infernal_dunes, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3557, nether, incendium:infernal_dunes, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
3558, nether, incendium:infernal_dunes, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3559, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:zombified_piglin, 10, 2, 4
3560, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:hoglin, 10, 3, 4
3561, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:piglin, 10, 3, 4
3562, nether, regions_unexplored:infernal_holt, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3563, nether, regions_unexplored:infernal_holt, MONSTER, alexsmobs:farseer, 30, 1, 1
3564, nether, regions_unexplored:infernal_holt, MONSTER, minecraft:ghast, 7, 4, 4
3565, nether, regions_unexplored:infernal_holt, CREATURE, minecraft:strider, 60, 1, 2
3566, nether, regions_unexplored:infernal_holt, CREATURE, alexsmobs:laviathan, 15, 1, 1
3567, nether, regions_unexplored:infernal_holt, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3568, nether, regions_unexplored:infernal_holt, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
3569, nether, regions_unexplored:infernal_holt, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3570, nether, incendium:inverted_forest, MONSTER, minecraft:enderman, 5, 4, 4
3571, nether, incendium:inverted_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
3572, nether, incendium:inverted_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
3573, nether, incendium:inverted_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
3574, nether, incendium:inverted_forest, MONSTER, minecraft:ghast, 7, 4, 4
3575, nether, incendium:inverted_forest, CREATURE, minecraft:strider, 60, 1, 2
3576, nether, incendium:inverted_forest, CREATURE, alexsmobs:warped_toad, 30, 5, 5
3577, nether, incendium:inverted_forest, CREATURE, alexsmobs:laviathan, 15, 1, 1
3578, nether, incendium:inverted_forest, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
3579, nether, incendium:inverted_forest, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
3580, nether, incendium:inverted_forest, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
3581, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
3582, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
3583, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
3584, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
3585, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
3586, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
3587, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
3588, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3589, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:farseer, 30, 1, 1
3590, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:murmur, 10, 1, 1
3591, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3592, extreme_hills, minecraft:jagged_peaks, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
3593, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
3594, extreme_hills, minecraft:jagged_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
3595, extreme_hills, minecraft:jagged_peaks, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
3596, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
3597, extreme_hills, minecraft:jagged_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
3598, extreme_hills, minecraft:jagged_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3599, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3600, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3601, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3602, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3603, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3604, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3605, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3606, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3607, extreme_hills, minecraft:jagged_peaks, rascals, friendsandfoes:rascal, 10, 1, 1
3608, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:spider, 80, 4, 4
3609, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:zombie, 80, 4, 4
3610, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
3611, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:skeleton, 80, 4, 4
3612, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:slime, 80, 4, 4
3613, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:enderman, 5, 1, 4
3614, desert, regions_unexplored:joshua_desert, MONSTER, minecraft:witch, 5, 1, 1
3615, desert, regions_unexplored:joshua_desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3616, desert, regions_unexplored:joshua_desert, MONSTER, alexsmobs:guster, 35, 1, 2
3617, desert, regions_unexplored:joshua_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
3618, desert, regions_unexplored:joshua_desert, MONSTER, alexsmobs:murmur, 10, 1, 1
3619, desert, regions_unexplored:joshua_desert, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3620, desert, regions_unexplored:joshua_desert, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
3621, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:sheep, 12, 4, 4
3622, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:pig, 10, 4, 4
3623, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:chicken, 10, 4, 4
3624, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:cow, 10, 4, 4
3625, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:horse, 10, 2, 6
3626, desert, regions_unexplored:joshua_desert, CREATURE, minecraft:donkey, 10, 1, 2
3627, desert, regions_unexplored:joshua_desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
3628, desert, regions_unexplored:joshua_desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
3629, desert, regions_unexplored:joshua_desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
3630, desert, regions_unexplored:joshua_desert, CREATURE, friendsandfoes:mauler, 10, 1, 1
3631, desert, regions_unexplored:joshua_desert, AMBIENT, minecraft:bat, 10, 8, 8
3632, desert, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
3633, desert, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3634, desert, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
3635, desert, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
3636, desert, regions_unexplored:joshua_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3637, desert, regions_unexplored:joshua_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3638, desert, regions_unexplored:joshua_desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
3639, desert, regions_unexplored:joshua_desert, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
3640, desert, regions_unexplored:joshua_desert, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
3641, desert, regions_unexplored:joshua_desert, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
3642, desert, regions_unexplored:joshua_desert, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
3643, desert, regions_unexplored:joshua_desert, rascals, friendsandfoes:rascal, 10, 1, 1
3644, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
3645, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
3646, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
3647, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
3648, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
3649, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
3650, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
3651, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
3652, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3653, jungle, minecraft:jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
3654, jungle, minecraft:jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
3655, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
3656, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3657, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
3658, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 8, 8
3659, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 8, 8
3660, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 8, 8
3661, jungle, minecraft:jungle, CREATURE, minecraft:cow, 10, 8, 8
3662, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
3663, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
3664, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
3665, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3666, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
3667, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
3668, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
3669, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
3670, jungle, minecraft:jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
3671, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
3672, jungle, minecraft:jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
3673, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3674, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3675, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3676, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
3677, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
3678, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
3679, jungle, minecraft:jungle, rascals, friendsandfoes:rascal, 10, 1, 1
3680, jungle, terralith:jungle_mountains, MONSTER, minecraft:spider, 80, 4, 4
3681, jungle, terralith:jungle_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3682, jungle, terralith:jungle_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
3683, jungle, terralith:jungle_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3684, jungle, terralith:jungle_mountains, MONSTER, minecraft:slime, 80, 4, 4
3685, jungle, terralith:jungle_mountains, MONSTER, minecraft:enderman, 5, 1, 4
3686, jungle, terralith:jungle_mountains, MONSTER, minecraft:witch, 5, 1, 1
3687, jungle, terralith:jungle_mountains, MONSTER, minecraft:ocelot, 10, 1, 3
3688, jungle, terralith:jungle_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3689, jungle, terralith:jungle_mountains, MONSTER, alexsmobs:farseer, 30, 1, 1
3690, jungle, terralith:jungle_mountains, MONSTER, alexsmobs:murmur, 10, 1, 1
3691, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
3692, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
3693, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
3694, jungle, terralith:jungle_mountains, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
3695, jungle, terralith:jungle_mountains, CREATURE, minecraft:sheep, 12, 8, 8
3696, jungle, terralith:jungle_mountains, CREATURE, minecraft:pig, 10, 8, 8
3697, jungle, terralith:jungle_mountains, CREATURE, minecraft:chicken, 10, 8, 8
3698, jungle, terralith:jungle_mountains, CREATURE, minecraft:cow, 10, 8, 8
3699, jungle, terralith:jungle_mountains, CREATURE, minecraft:chicken, 10, 4, 4
3700, jungle, terralith:jungle_mountains, CREATURE, minecraft:parrot, 40, 1, 2
3701, jungle, terralith:jungle_mountains, CREATURE, minecraft:panda, 10, 1, 2
3702, jungle, terralith:jungle_mountains, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3703, jungle, terralith:jungle_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
3704, jungle, terralith:jungle_mountains, CREATURE, alexsmobs:gorilla, 25, 7, 7
3705, jungle, terralith:jungle_mountains, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 16
3706, jungle, terralith:jungle_mountains, CREATURE, alexsmobs:toucan, 23, 5, 5
3707, jungle, terralith:jungle_mountains, CREATURE, alexsmobs:anteater, 10, 1, 3
3708, jungle, terralith:jungle_mountains, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
3709, jungle, terralith:jungle_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3710, jungle, terralith:jungle_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
3711, jungle, terralith:jungle_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3712, jungle, terralith:jungle_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3713, jungle, terralith:jungle_mountains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3714, jungle, terralith:jungle_mountains, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
3715, jungle, terralith:jungle_mountains, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
3716, jungle, terralith:jungle_mountains, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
3717, jungle, terralith:jungle_mountains, rascals, friendsandfoes:rascal, 10, 1, 1
3718, forest, terralith:lavender_forest, MONSTER, minecraft:spider, 80, 4, 4
3719, forest, terralith:lavender_forest, MONSTER, minecraft:zombie, 80, 4, 4
3720, forest, terralith:lavender_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
3721, forest, terralith:lavender_forest, MONSTER, minecraft:skeleton, 80, 4, 4
3722, forest, terralith:lavender_forest, MONSTER, minecraft:creeper, 80, 4, 4
3723, forest, terralith:lavender_forest, MONSTER, minecraft:slime, 80, 4, 4
3724, forest, terralith:lavender_forest, MONSTER, minecraft:enderman, 5, 1, 4
3725, forest, terralith:lavender_forest, MONSTER, minecraft:witch, 5, 1, 1
3726, forest, terralith:lavender_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3727, forest, terralith:lavender_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
3728, forest, terralith:lavender_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
3729, forest, terralith:lavender_forest, CREATURE, minecraft:sheep, 12, 8, 8
3730, forest, terralith:lavender_forest, CREATURE, minecraft:pig, 10, 8, 8
3731, forest, terralith:lavender_forest, CREATURE, minecraft:chicken, 10, 8, 8
3732, forest, terralith:lavender_forest, CREATURE, minecraft:cow, 10, 8, 8
3733, forest, terralith:lavender_forest, CREATURE, minecraft:rabbit, 10, 2, 3
3734, forest, terralith:lavender_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3735, forest, terralith:lavender_forest, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3736, forest, terralith:lavender_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
3737, forest, terralith:lavender_forest, CREATURE, alexsmobs:crow, 10, 3, 5
3738, forest, terralith:lavender_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3739, forest, terralith:lavender_forest, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3740, forest, terralith:lavender_forest, CREATURE, alexsmobs:skunk, 10, 1, 2
3741, forest, terralith:lavender_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3742, forest, terralith:lavender_forest, CREATURE, friendsandfoes:moobloom, 32, 2, 4
3743, forest, terralith:lavender_forest, AMBIENT, minecraft:bat, 10, 8, 8
3744, forest, terralith:lavender_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
3745, forest, terralith:lavender_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3746, forest, terralith:lavender_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3747, forest, terralith:lavender_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3748, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3749, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3750, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3751, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3752, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3753, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3754, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3755, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3756, forest, terralith:lavender_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3757, forest, terralith:lavender_forest, rascals, friendsandfoes:rascal, 10, 1, 1
3758, forest, terralith:lavender_valley, MONSTER, minecraft:spider, 80, 4, 4
3759, forest, terralith:lavender_valley, MONSTER, minecraft:zombie, 80, 4, 4
3760, forest, terralith:lavender_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
3761, forest, terralith:lavender_valley, MONSTER, minecraft:skeleton, 80, 4, 4
3762, forest, terralith:lavender_valley, MONSTER, minecraft:creeper, 80, 4, 4
3763, forest, terralith:lavender_valley, MONSTER, minecraft:slime, 80, 4, 4
3764, forest, terralith:lavender_valley, MONSTER, minecraft:enderman, 5, 1, 4
3765, forest, terralith:lavender_valley, MONSTER, minecraft:witch, 5, 1, 1
3766, forest, terralith:lavender_valley, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3767, forest, terralith:lavender_valley, MONSTER, alexsmobs:farseer, 30, 1, 1
3768, forest, terralith:lavender_valley, MONSTER, alexsmobs:murmur, 10, 1, 1
3769, forest, terralith:lavender_valley, CREATURE, minecraft:sheep, 12, 8, 8
3770, forest, terralith:lavender_valley, CREATURE, minecraft:pig, 10, 8, 8
3771, forest, terralith:lavender_valley, CREATURE, minecraft:chicken, 10, 8, 8
3772, forest, terralith:lavender_valley, CREATURE, minecraft:cow, 10, 8, 8
3773, forest, terralith:lavender_valley, CREATURE, minecraft:rabbit, 10, 2, 3
3774, forest, terralith:lavender_valley, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3775, forest, terralith:lavender_valley, CREATURE, alexsmobs:hummingbird, 19, 7, 7
3776, forest, terralith:lavender_valley, CREATURE, alexsmobs:raccoon, 10, 2, 4
3777, forest, terralith:lavender_valley, CREATURE, alexsmobs:crow, 10, 3, 5
3778, forest, terralith:lavender_valley, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3779, forest, terralith:lavender_valley, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3780, forest, terralith:lavender_valley, CREATURE, alexsmobs:skunk, 10, 1, 2
3781, forest, terralith:lavender_valley, CREATURE, alexsmobs:blue_jay, 16, 2, 4
3782, forest, terralith:lavender_valley, CREATURE, friendsandfoes:moobloom, 32, 2, 4
3783, forest, terralith:lavender_valley, AMBIENT, minecraft:bat, 10, 8, 8
3784, forest, terralith:lavender_valley, AMBIENT, alexsmobs:fly, 10, 2, 3
3785, forest, terralith:lavender_valley, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3786, forest, terralith:lavender_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3787, forest, terralith:lavender_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
3788, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
3789, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
3790, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
3791, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
3792, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
3793, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
3794, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
3795, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
3796, forest, terralith:lavender_valley, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
3797, forest, terralith:lavender_valley, rascals, friendsandfoes:rascal, 10, 1, 1
3798, none, galosphere:lichen_caves, MONSTER, minecraft:spider, 80, 4, 4
3799, none, galosphere:lichen_caves, MONSTER, minecraft:zombie, 80, 4, 4
